Life expectancy,Alcohol,Hepatitis B,Measles,BMI,Polio,Diphtheria,HIV/AIDS,GDP,Schooling,thinness  1-19 years
72.0,11.19,96.0,0,58.6,96.0,96.0,0.1,271.46824,12.9,2.3
71.8,10.2,88.0,0,58.1,94.0,93.0,0.1,287.534843,12.9,2.4
71.6,10.72,93.0,8,57.5,94.0,94.0,0.1,1764.97387,12.9,2.4
71.1,9.69,94.0,46,57.0,94.0,93.0,0.1,169.28586,12.9,2.5
59.3,0.01,91.0,343,18.8,91.0,91.0,0.6,75.1464113,7.7,8.2
59.0,4.64,88.0,375,18.2,89.0,88.0,0.7,699.452847,7.5,8.4
58.6,4.75,9.0,7362,17.7,9.0,9.0,0.8,673.8227,7.2,8.6
58.1,4.51,91.0,860,17.1,9.0,91.0,0.9,666.842783,6.7,8.8
57.5,4.55,91.0,2511,16.6,9.0,91.0,1.0,575.4464527,6.3,9.0
56.9,4.55,92.0,54118,16.1,91.0,92.0,1.1,552.7455521,5.9,9.3
56.1,4.5,93.0,395,15.6,92.0,93.0,1.5,569.7612784,5.4,9.5
55.3,4.58,89.0,12,15.1,93.0,89.0,1.7,475.11122,4.9,9.8
54.3,4.73,76.0,125,14.6,94.0,86.0,2.0,422.6332374,4.7,1.0
59.1,0.01,95.0,0,18.2,95.0,95.0,0.7,312.7489794,10.6,7.4
58.6,0.01,96.0,0,17.6,96.0,96.0,1.0,282.7555252,10.5,7.4
58.0,0.01,96.0,49,17.1,96.0,96.0,1.2,265.285651,10.3,7.5
57.4,4.16,96.0,129,16.6,95.0,96.0,1.5,26.479973,9.9,7.6
56.8,4.16,96.0,495,16.1,94.0,96.0,1.9,231.1943256,9.3,7.7
56.2,4.05,94.0,305,15.7,96.0,94.0,2.4,24.944652,8.6,7.8
55.3,4.33,92.0,173,15.2,89.0,92.0,2.9,196.2472628,7.9,7.9
54.8,4.54,99.0,43,14.8,93.0,99.0,3.4,17.79995,7.2,8.0
54.1,4.5,92.0,784,14.5,88.0,92.0,3.8,165.8794176,5.9,8.1
53.4,5.54,87.0,0,14.1,82.0,87.0,4.3,15.57434,5.6,8.2
52.6,5.72,83.0,2,13.8,76.0,83.0,4.8,127.4296648,5.2,8.4
73.0,0.01,97.0,0,3.5,95.0,95.0,0.2,3529.61843,13.5,6.8
72.8,0.01,94.0,0,29.7,93.0,93.0,0.2,3558.796314,13.6,6.9
72.7,0.01,94.0,0,29.0,94.0,94.0,0.3,348.482762,13.2,7.1
72.6,5.07,9.0,0,28.2,9.0,9.0,0.3,367.429453,13.1,7.3
72.5,4.75,98.0,0,27.5,99.0,99.0,0.4,3312.825985,12.7,7.4
72.4,4.45,98.0,0,26.8,99.0,99.0,0.4,3444.5566,12.4,7.6
72.4,4.16,98.0,0,26.2,99.0,99.0,0.4,3638.95946,12.2,7.8
72.3,5.28,96.0,0,25.5,98.0,98.0,0.6,3112.285712,11.9,8.1
72.1,4.25,95.0,0,24.9,97.0,96.0,0.6,234.28992,11.9,8.3
71.8,4.26,93.0,0,24.3,95.0,95.0,0.8,248.13459,11.2,8.5
71.4,4.19,91.0,0,23.7,94.0,93.0,0.8,1976.45856,11.1,8.7
71.1,4.16,66.0,0,23.2,93.0,92.0,0.9,1768.92132,11.3,8.9
77.0,3.82,4.0,0,22.6,92.0,91.0,0.8,1373.515636,11.3,9.2
68.3,0.01,88.0,0,18.9,87.0,88.0,0.2,198.687123,10.9,1.9
67.8,0.01,83.0,0,18.2,66.0,83.0,0.2,128.419568,10.8,11.0
67.4,0.01,86.0,15,17.6,84.0,86.0,0.3,95.244132,10.7,11.0
67.0,2.12,88.0,722,17.0,87.0,88.0,0.3,882.491462,10.7,11.0
66.6,2.2,89.0,1156,16.4,88.0,89.0,0.5,785.6928841,10.6,11.0
66.1,2.13,92.0,4779,15.9,95.0,94.0,0.6,738.2326684,10.5,11.1
65.6,2.24,91.0,4211,15.3,91.0,91.0,0.7,745.7877873,10.5,11.2
65.0,2.08,82.0,394,14.8,82.0,82.0,0.9,631.675789,10.3,11.3
64.1,2.03,8.0,188,14.3,8.0,8.0,1.1,539.8791529,10.1,11.4
56.7,0.01,87.0,831,28.4,86.0,87.0,3.7,1441.1417,10.4,5.7
56.4,0.01,89.0,760,27.8,88.0,89.0,4.0,1365.34419,10.4,5.8
55.9,0.01,85.0,609,27.2,85.0,85.0,4.6,1255.648189,10.4,5.9
55.6,6.19,82.0,504,26.6,8.0,82.0,4.9,1295.649726,10.0,6.0
55.3,6.15,84.0,240,26.0,83.0,84.0,5.5,1182.869227,9.7,6.1
54.8,5.89,8.0,251,25.4,79.0,8.0,6.3,123.19538,9.2,6.3
54.2,5.9,84.0,495,24.9,82.0,84.0,6.7,1233.524316,8.8,6.4
53.6,5.44,82.0,100,24.4,81.0,82.0,7.0,111.71186,8.0,6.6
53.3,5.22,81.0,196,23.8,78.0,81.0,7.2,12.989164,8.2,6.7
52.8,5.03,79.0,605,23.3,79.0,8.0,7.4,952.1872484,8.3,6.9
82.0,8.1,55.0,418,66.4,91.0,91.0,0.1,544.43376,15.9,0.5
81.8,8.2,55.0,83,65.8,91.0,91.0,0.1,52413.72116,15.9,0.5
81.6,8.3,7.0,10,65.3,99.0,95.0,0.1,52496.69487,15.9,0.5
81.5,8.2,7.0,803,64.7,87.0,87.0,0.1,5282.2176,15.9,0.5
81.2,8.4,56.0,99,64.1,88.0,89.0,0.1,47447.4762,15.9,0.5
81.0,8.4,42.0,14,63.6,89.0,91.0,0.1,4773.45436,15.9,0.5
87.0,8.3,28.0,62,63.0,89.0,92.0,0.1,46596.33599,15.8,0.5
85.0,8.3,14.0,101,62.5,9.0,94.0,0.1,44544.5268,15.8,0.5
85.0,8.2,14.0,13,61.9,95.0,95.0,0.1,4386.69948,15.8,0.5
81.0,8.0,14.0,6,61.3,93.0,93.0,0.1,36189.58838,15.8,0.5
80.0,7.8,14.0,7,6.6,91.0,91.0,0.1,31979.87195,15.8,0.5
79.7,7.7,14.0,15,6.0,88.0,91.0,0.1,28172.14883,15.8,0.5
58.0,0.01,47.0,210,22.1,47.0,47.0,4.5,377.132274,7.1,8.4
49.9,0.01,23.0,596,21.6,23.0,23.0,5.1,337.4849614,7.1,8.5
53.0,0.01,47.0,141,21.2,47.0,47.0,5.1,486.41114,7.1,8.7
49.8,1.66,47.0,679,2.7,47.0,47.0,5.8,494.336779,6.8,8.8
49.2,1.67,45.0,2,2.2,46.0,45.0,6.6,446.4434494,6.6,9.0
48.6,1.56,42.0,11,19.8,45.0,42.0,7.3,449.961839,6.4,9.1
52.6,0.01,37.0,1275,18.7,44.0,37.0,2.9,125.998515,7.3,8.7
52.2,0.64,39.0,226,18.2,46.0,39.0,3.1,986.13177,7.3,8.8
51.8,0.62,4.0,120,17.9,51.0,4.0,3.6,973.472574,7.3,9.0
51.6,0.56,33.0,8650,17.5,4.0,33.0,3.9,989.2363633,6.7,9.2
51.2,0.5,39.0,194,17.1,43.0,39.0,4.1,896.5697341,6.7,9.4
57.0,0.47,24.0,165,16.7,32.0,24.0,4.4,84.455939,6.3,9.6
49.6,0.45,17.0,63,16.4,3.0,19.0,4.7,929.772391,6.0,9.8
83.0,7.16,95.0,0,63.1,95.0,95.0,0.1,14817.37778,16.2,0.8
81.0,7.2,9.0,0,62.5,9.0,91.0,0.1,15941.39722,15.6,0.8
79.9,6.76,9.0,0,61.8,9.0,9.0,0.1,15431.9293,15.5,0.8
79.8,7.26,94.0,6,61.2,93.0,94.0,0.1,1475.69242,15.4,0.8
79.1,7.93,92.0,0,6.6,92.0,92.0,0.1,1286.17764,15.2,0.8
79.3,7.67,94.0,1,59.9,94.0,94.0,0.1,1243.32824,15.3,0.8
79.6,7.31,95.0,0,59.3,95.0,95.0,0.1,1781.3668,15.2,0.9
78.9,7.39,92.0,0,58.7,95.0,96.0,0.1,1526.87746,14.8,0.9
78.9,7.33,95.0,0,58.1,94.0,94.0,0.1,9484.681227,14.9,0.9
75.8,5.78,99.0,52628,31.9,99.0,99.0,0.1,7683.5238,13.1,3.7
75.6,5.79,99.0,26883,3.9,99.0,99.0,0.1,777.77594,12.7,3.8
75.4,5.74,99.0,6183,3.0,99.0,99.0,0.1,6337.882993,12.4,3.9
75.2,5.63,99.0,9943,29.0,99.0,99.0,0.1,5633.79616,12.8,4.1
75.0,5.75,99.0,38159,28.1,99.0,99.0,0.1,456.512487,12.5,4.2
74.9,4.88,99.0,52461,27.3,99.0,99.0,0.1,3838.434292,12.2,4.4
74.5,4.27,95.0,131441,26.5,99.0,97.0,0.1,3471.247547,11.9,4.5
74.4,3.88,92.0,109023,25.7,94.0,93.0,0.1,2695.366223,11.4,4.7
74.2,3.28,91.0,99602,24.9,94.0,93.0,0.1,299.229676,11.0,4.8
73.9,2.92,84.0,124219,24.1,87.0,87.0,0.1,1753.4178,10.6,5.0
73.5,3.04,79.0,70549,23.4,87.0,87.0,0.1,158.668462,10.2,5.1
73.1,2.96,75.0,71879,22.6,87.0,86.0,0.1,1288.642924,9.9,5.3
72.7,2.91,7.0,58341,21.9,86.0,86.0,0.1,1148.5857,9.7,5.5
72.2,2.84,65.0,88962,21.2,86.0,86.0,0.1,153.1824,9.6,5.7
71.7,3.06,6.0,71093,2.5,86.0,85.0,0.1,959.372181,9.5,5.9
74.6,4.38,9.0,0,57.2,9.0,9.0,0.1,7913.383432,13.6,2.1
74.4,4.41,91.0,1,56.4,91.0,91.0,0.1,83.5863,13.3,2.1
74.3,4.44,92.0,1,55.7,91.0,91.0,0.1,7884.984429,13.2,2.1
74.2,4.37,85.0,6,55.0,85.0,85.0,0.1,7227.73968,13.0,2.2
73.6,4.28,88.0,0,54.2,88.0,88.0,0.1,625.65544,12.8,2.2
73.6,4.34,92.0,0,53.5,92.0,92.0,0.1,5148.422113,12.4,2.2
73.5,4.45,92.0,0,52.8,92.0,92.0,0.1,5433.7245,12.2,2.3
73.5,4.66,93.0,0,52.0,93.0,93.0,0.1,4674.21961,11.9,2.3
73.1,4.53,93.0,0,51.3,94.0,93.0,0.1,379.78776,11.5,2.3
73.1,4.38,93.0,0,5.5,93.0,93.0,0.1,3386.256,11.1,2.4
72.8,4.26,89.0,0,49.8,89.0,89.0,0.1,274.249442,11.3,2.4
72.4,4.25,92.0,0,49.0,92.0,92.0,0.1,2246.257472,11.6,2.5
71.8,4.45,78.0,139,48.2,83.0,81.0,0.1,2355.725857,11.5,2.5
71.5,4.43,8.0,3,47.5,83.0,8.0,0.1,2395.856551,11.4,2.5
71.4,4.66,78.0,1,46.7,82.0,79.0,0.1,2472.197831,11.3,2.6
63.2,0.01,88.0,0,23.7,87.0,87.0,0.8,852.954379,11.1,6.8
62.9,0.01,88.0,0,23.2,85.0,87.0,0.8,834.341949,10.9,6.8
62.5,0.01,89.0,1,22.6,85.0,86.0,0.8,788.632653,10.8,6.9
62.2,0.12,83.0,3,22.1,85.0,83.0,0.2,829.7586885,10.6,7.0
61.8,0.15,74.0,0,21.6,82.0,74.0,0.1,769.1742883,10.5,7.1
61.3,0.17,83.0,1,21.1,84.0,83.0,0.1,778.5454199,10.3,7.2
61.0,0.12,81.0,0,2.6,81.0,81.0,0.1,795.97519,10.2,7.2
66.0,0.16,75.0,0,2.1,75.0,75.0,0.1,72.759313,10.0,7.3
63.0,0.25,69.0,85,19.6,69.0,69.0,0.1,648.38717,9.9,7.4
60.0,0.24,68.0,912,19.2,67.0,68.0,0.1,621.93372,9.7,7.5
59.8,0.27,77.0,0,18.8,73.0,76.0,0.1,616.4197236,9.5,7.5
59.6,0.26,28.0,0,18.4,8.0,8.0,0.1,544.566526,9.2,7.6
79.5,3.45,91.0,1,59.5,91.0,91.0,0.1,1647.44179,13.9,1.7
79.4,3.42,94.0,0,58.5,95.0,95.0,0.1,1569.66631,13.7,1.7
79.2,3.34,91.0,0,57.5,9.0,91.0,0.1,9985.36959,13.6,1.8
79.0,3.41,84.0,0,56.5,82.0,85.0,0.1,9186.59639,13.4,1.8
78.1,3.58,89.0,0,55.5,93.0,88.0,0.1,8199.414621,13.3,1.8
79.2,4.07,87.0,0,54.4,8.0,86.0,0.1,689.396224,13.1,1.9
78.9,4.22,89.0,0,53.4,89.0,9.0,0.1,6911.136136,12.9,1.9
78.9,4.2,89.0,0,52.4,89.0,89.0,0.1,612.623418,12.8,1.9
78.0,4.15,88.0,0,51.4,89.0,89.0,0.1,5245.187372,12.6,2.0
78.6,4.1,9.0,1,5.3,91.0,91.0,0.1,4697.11135,12.4,2.0
77.7,4.09,89.0,0,49.3,9.0,9.0,0.1,4425.57467,12.2,2.1
78.0,4.04,86.0,1,48.3,88.0,88.0,0.1,4167.71417,12.1,2.2
78.3,4.17,94.0,0,47.3,94.0,94.0,0.1,462.14965,11.9,2.2
77.5,4.29,8.0,0,46.4,92.0,91.0,0.1,3981.52847,11.7,2.3
77.6,4.34,89.0,0,45.4,8.0,88.0,0.1,388.363689,11.6,2.4
77.8,12.14,95.0,0,63.1,95.0,95.0,0.1,13467.46827,15.1,1.5
77.7,12.39,96.0,0,62.5,96.0,96.0,0.1,13574.749,14.9,1.5
77.1,11.49,98.0,2,61.9,96.0,96.0,0.1,13235.97757,14.6,1.5
77.0,12.19,97.0,12,61.3,96.0,96.0,0.1,14539.18421,14.5,1.6
76.6,12.1,97.0,7,6.6,97.0,97.0,0.1,1355.74586,14.2,1.6
76.3,12.21,97.0,2,6.0,96.0,96.0,0.1,14157.14416,14.2,1.7
76.0,12.06,97.0,51,59.4,96.0,96.0,0.1,15893.8656,14.3,1.7
75.8,12.56,95.0,0,58.7,96.0,96.0,0.1,13546.69872,14.3,1.8
79.0,4.37,97.0,0,6.7,99.0,99.0,0.1,75.5199,14.0,3.4
78.7,4.18,96.0,0,59.9,99.0,99.0,0.1,676.15344,14.7,3.4
78.7,4.16,96.0,0,59.2,98.0,99.0,0.1,6425.941119,15.7,3.4
78.8,4.14,96.0,0,58.4,99.0,97.0,0.1,675.92436,16.5,3.4
78.0,4.13,96.0,0,57.7,99.0,96.0,0.1,5676.14143,17.6,3.4
78.1,4.01,96.0,0,56.9,99.0,96.0,0.1,5484.7763,17.7,3.4
77.9,4.26,95.0,0,56.2,99.0,95.0,0.1,5376.447622,17.1,3.4
78.1,4.13,93.0,0,55.4,99.0,93.0,0.1,5184.494227,16.0,3.4
78.0,4.17,89.0,0,54.6,99.0,89.0,0.1,4669.6916,14.7,3.4
77.2,4.48,95.0,0,53.8,99.0,89.0,0.1,3779.577,14.2,3.4
77.3,4.38,99.0,0,53.0,98.0,88.0,0.1,339.716256,13.2,3.4
77.4,4.39,99.0,0,52.1,98.0,72.0,0.1,3192.669378,12.9,3.5
77.7,4.1,98.0,0,51.3,98.0,99.0,0.1,2994.339988,12.5,3.5
76.7,4.04,98.0,0,5.4,99.0,98.0,0.1,2832.188893,12.3,3.6
76.9,3.92,98.0,0,49.4,98.0,95.0,0.1,2741.11542,12.1,3.6
83.0,0.01,96.0,10,59.8,99.0,99.0,0.1,2734.88382,14.0,0.9
81.0,9.04,96.0,0,59.2,99.0,99.0,0.1,2797.96736,13.8,0.9
80.0,10.55,96.0,1,58.7,99.0,99.0,0.1,28951.15556,13.8,0.9
79.7,10.69,96.0,0,58.3,99.0,99.0,0.1,32233.83942,13.8,0.9
79.5,11.32,96.0,18,57.8,99.0,99.0,0.1,3818.46396,14.6,0.9
79.3,10.8,96.0,0,57.3,99.0,99.0,0.1,3215.8159,14.1,0.9
79.1,12.01,93.0,1,56.8,97.0,97.0,0.1,3539.7488,13.7,0.9
78.9,11.56,93.0,0,56.3,97.0,97.0,0.1,31386.63265,13.5,0.9
78.8,11.47,93.0,0,55.8,97.0,97.0,0.1,27169.99256,13.4,0.9
78.7,11.41,88.0,1,55.3,98.0,98.0,0.1,25324.48666,13.5,0.9
78.6,13.03,88.0,0,54.8,98.0,98.0,0.1,23932.49128,13.4,0.9
78.5,10.62,88.0,0,54.3,98.0,98.0,0.1,2293.4789,13.0,0.9
78.4,11.68,88.0,0,53.8,98.0,98.0,0.1,16372.29152,12.5,0.9
78.2,10.16,89.0,0,53.3,97.0,97.0,0.1,1562.92433,12.4,0.9
78.1,9.56,89.0,0,52.8,97.0,97.0,0.1,14672.8826,12.5,0.9
63.0,0.38,78.0,0,34.4,78.0,78.0,2.1,174.91511,6.3,5.6
62.7,0.53,82.0,28,33.8,82.0,82.0,2.1,1622.637974,6.3,5.6
62.2,0.52,81.0,709,33.2,81.0,81.0,1.9,1536.15685,6.3,5.6
61.8,0.39,87.0,49,32.7,87.0,87.0,2.7,143.986898,5.9,5.6
61.3,0.44,88.0,7,32.2,88.0,88.0,3.1,1325.99724,5.5,5.6
69.0,0.49,89.0,48,31.7,89.0,89.0,3.2,1253.657431,5.3,5.7
62.0,0.49,88.0,143,31.3,89.0,89.0,3.3,1214.77118,5.0,5.7
59.8,0.45,25.0,24,3.9,88.0,88.0,3.5,147.586896,4.5,5.8
73.6,5.92,89.0,0,57.9,9.0,91.0,0.3,6268.692122,13.2,3.3
73.4,5.93,8.0,0,56.8,82.0,83.0,0.3,627.55544,13.2,3.3
72.1,5.93,74.0,0,55.8,85.0,85.0,0.4,5968.876767,13.1,3.3
73.1,5.91,8.0,2,54.7,84.0,84.0,0.7,5759.643,13.0,3.3
72.7,6.02,83.0,0,53.6,85.0,88.0,0.9,5451.6696,12.9,3.3
73.6,6.05,8.0,0,52.6,85.0,82.0,1.2,4952.67753,12.9,3.4
73.3,6.12,81.0,0,51.5,86.0,82.0,1.4,511.37937,12.8,3.4
72.9,6.05,81.0,0,5.4,86.0,85.0,1.6,4647.31359,12.7,3.4
72.3,6.2,84.0,0,49.3,88.0,89.0,1.8,3836.468771,12.6,3.5
69.7,5.71,87.0,0,48.2,86.0,87.0,2.0,3681.5993,12.6,3.5
69.3,5.16,82.0,0,47.2,66.0,79.0,2.1,2421.9662,12.5,3.6
73.0,6.32,79.0,0,46.1,65.0,79.0,2.3,2372.628827,12.4,3.6
71.4,6.43,63.0,0,45.1,74.0,82.0,2.4,38.46578,12.3,3.7
71.2,6.13,66.0,113,44.1,71.0,72.0,2.5,2862.154836,12.3,3.8
72.0,6.58,68.0,253,43.1,71.0,78.0,2.5,282.4242,12.2,3.8
76.0,3.82,83.0,0,53.5,84.0,83.0,0.1,6432.216537,14.0,1.2
76.0,3.77,87.0,0,52.8,87.0,87.0,0.1,674.9829,13.4,1.3
75.5,3.92,88.0,72,52.1,85.0,87.0,0.1,572.14313,13.3,1.3
75.3,3.99,88.0,257,51.4,85.0,88.0,0.1,5223.351763,13.2,1.3
75.0,3.95,9.0,0,5.7,88.0,91.0,0.1,4657.32361,13.1,1.3
75.1,3.87,91.0,0,5.0,91.0,94.0,0.1,4255.56571,13.1,1.3
74.6,3.76,93.0,1,49.3,94.0,96.0,0.1,4274.95265,13.0,1.3
74.7,3.63,94.0,0,48.6,95.0,96.0,0.2,359.71886,12.9,1.4
74.4,3.52,96.0,0,47.9,92.0,96.0,0.3,335.786541,12.8,1.4
74.2,3.54,92.0,0,47.2,89.0,92.0,0.3,321.942547,12.8,1.4
74.4,3.65,88.0,0,46.5,9.0,88.0,0.3,278.557892,12.7,1.5
74.4,3.69,82.0,0,45.8,97.0,87.0,0.3,244.46898,12.6,1.5
73.6,3.88,75.0,0,45.1,88.0,88.0,0.3,2183.966796,12.5,1.5
73.4,4.13,69.0,2,44.3,9.0,89.0,0.3,193.741571,12.4,1.6
72.8,3.99,36.0,0,43.6,83.0,87.0,0.3,1451.29776,12.4,1.6
73.3,2.52,93.0,0,55.4,93.0,94.0,0.2,3988.771871,13.2,1.6
73.0,2.42,92.0,0,54.7,92.0,92.0,0.2,3895.664491,13.2,1.6
73.0,2.48,92.0,0,54.1,93.0,92.0,0.3,3827.786267,13.2,1.6
72.0,2.37,89.0,0,53.4,9.0,89.0,0.3,3736.58713,13.0,1.7
72.0,2.36,89.0,0,52.8,89.0,89.0,0.3,3474.392445,12.9,1.7
71.4,2.55,91.0,0,52.1,91.0,91.0,0.3,3366.482133,12.8,1.7
71.7,2.68,98.0,0,51.4,98.0,98.0,0.3,357.347674,13.4,1.8
71.2,2.83,99.0,0,5.8,99.0,99.0,0.3,334.83817,12.9,1.8
75.0,2.77,96.0,0,5.1,96.0,96.0,0.2,362.951768,12.9,1.8
71.0,2.77,89.0,0,49.4,89.0,89.0,0.2,2835.281237,12.7,1.9
70.0,2.9,9.0,0,48.6,9.0,9.0,0.3,2632.79942,12.4,1.9
69.9,3.1,94.0,0,47.8,93.0,94.0,0.3,2519.737387,12.0,2.0
73.0,2.97,81.0,0,47.0,81.0,81.0,0.4,248.4125,11.8,2.0
68.9,2.88,75.0,2,46.2,94.0,92.0,0.4,2338.772244,11.6,2.1
69.0,2.79,99.0,0,45.3,98.0,99.0,0.4,2238.4116,11.3,2.1
57.9,0.01,2.0,13,24.0,24.0,2.0,4.4,192.59733,9.2,8.5
62.9,0.62,96.0,48,16.5,96.0,96.0,0.7,582.775532,5.0,8.8
62.1,0.61,9.0,51,16.0,9.0,9.0,0.9,482.14994,5.1,8.9
61.4,0.63,92.0,82,15.5,92.0,92.0,1.0,43.7544499,5.2,9.0
67.0,0.49,94.0,0,15.1,94.0,94.0,1.1,326.825642,5.2,9.1
62.0,1.23,91.0,55,14.7,91.0,91.0,1.3,317.3294336,5.3,9.2
59.7,0.97,94.0,128,14.3,94.0,94.0,1.4,297.828588,5.3,9.3
59.4,1.07,96.0,19,13.9,96.0,96.0,1.6,276.75896,5.4,9.4
59.1,0.64,84.0,24,13.6,98.0,98.0,1.8,287.4222243,5.0,9.6
58.8,0.56,91.0,376,13.3,95.0,93.0,1.9,232.7945459,4.7,9.7
58.5,0.83,86.0,460,13.1,92.0,9.0,1.9,21.7687981,4.4,9.9
77.3,0.01,93.0,0,59.4,93.0,93.0,0.1,19941.45532,16.5,1.9
76.9,0.01,93.0,2,59.0,94.0,94.0,0.1,1929.7746,16.5,1.9
76.3,0.01,94.0,4,58.5,94.0,94.0,0.1,17421.8922,16.5,1.9
76.1,0.01,94.0,7,58.0,93.0,93.0,0.1,17454.84342,16.4,1.9
75.6,14.97,94.0,0,57.6,94.0,94.0,0.1,14638.6482,16.2,1.9
74.9,15.04,95.0,0,57.1,95.0,95.0,0.1,14726.31828,16.1,2.0
74.2,16.99,94.0,0,56.7,95.0,95.0,0.1,1894.5485,16.1,2.0
73.0,17.87,95.0,1,56.3,95.0,95.0,0.1,16586.452,16.1,2.0
73.0,16.58,95.0,27,55.9,95.0,95.0,0.1,12595.4165,16.1,2.1
72.8,15.52,95.0,2,55.5,96.0,96.0,0.1,1338.31322,15.9,2.1
72.3,15.07,9.0,0,55.2,95.0,94.0,0.1,885.465115,15.7,2.2
64.2,0.01,77.0,12739,17.2,75.0,77.0,0.6,571.1622759,8.4,1.5
63.7,1.86,72.0,5253,16.8,7.0,72.0,0.9,52.1535887,8.4,1.6
63.3,1.84,69.0,4347,16.4,7.0,69.0,1.2,468.567249,8.4,1.7
62.6,1.32,65.0,3255,16.0,7.0,65.0,1.4,354.8463544,8.2,1.9
61.8,1.34,62.0,4235,15.6,69.0,61.0,1.7,341.39992,8.1,11.0
68.0,1.17,56.0,1176,15.3,65.0,58.0,2.0,379.7566385,8.1,11.1
59.8,1.13,52.0,3511,14.9,63.0,54.0,2.4,325.3825543,7.6,11.2
58.5,1.06,47.0,1446,14.5,61.0,5.0,2.8,243.326822,7.1,11.3
69.7,0.01,99.0,0,61.9,99.0,99.0,0.1,546.3728,15.2,4.0
69.6,0.01,99.0,0,61.1,99.0,99.0,0.1,4763.68956,15.0,4.0
69.4,0.01,99.0,0,6.2,99.0,99.0,0.1,4546.73854,14.9,4.0
69.2,0.01,99.0,0,59.5,99.0,99.0,0.1,4353.121392,14.7,4.0
69.1,2.25,99.0,0,58.7,99.0,99.0,0.1,3651.966784,14.6,4.0
68.9,2.31,99.0,1,58.0,99.0,99.0,0.1,3369.48247,14.5,4.0
68.7,1.95,99.0,0,57.3,99.0,99.0,0.1,4177.657789,14.3,4.0
68.6,2.09,99.0,0,56.6,99.0,99.0,0.1,478.82327,14.2,4.1
68.5,2.06,99.0,136,55.9,98.0,98.0,0.1,3749.939813,14.0,4.1
68.3,2.02,99.0,0,55.1,97.0,96.0,0.1,3658.63832,13.9,4.1
68.1,1.63,99.0,37,54.2,96.0,95.0,0.1,3332.918533,13.4,4.2
68.0,1.76,99.0,305,53.2,95.0,94.0,0.1,2835.973972,13.3,4.2
67.9,1.85,99.0,304,52.2,94.0,93.0,0.1,2259.55796,13.3,4.2
67.8,1.93,98.0,17,51.2,92.0,91.0,0.1,238.891729,13.2,4.3
67.7,2.05,98.0,0,5.2,91.0,9.0,0.1,276.1338,13.1,4.3
82.2,11.5,83.0,267,62.0,98.0,98.0,0.1,42955.24287,16.2,0.6
82.0,11.1,74.0,272,61.6,99.0,99.0,0.1,42554.1225,16.2,0.6
81.5,11.5,78.0,0,61.1,99.0,99.0,0.1,4838.2444,16.1,0.6
81.7,11.8,74.0,14949,6.6,99.0,99.0,0.1,4381.288,16.1,0.6
81.3,11.7,65.0,5048,6.1,99.0,99.0,0.1,473.34279,16.0,0.6
81.1,11.8,51.0,1541,59.6,98.0,98.0,0.1,41631.13141,16.0,0.6
89.0,11.9,47.0,604,59.1,98.0,98.0,0.1,45413.6571,16.1,0.6
89.0,12.2,42.0,39,58.6,99.0,98.0,0.1,416.58397,16.1,0.6
86.0,12.4,39.0,40,58.0,99.0,99.0,0.1,36544.5853,16.1,0.6
81.0,12.2,35.0,36,57.5,98.0,98.0,0.1,34879.72633,15.5,0.6
82.0,13.18,35.0,4448,57.0,99.0,98.0,0.1,33874.74255,15.5,0.6
79.3,13.49,28.0,0,56.4,96.0,97.0,0.1,29691.18158,15.4,0.6
79.2,13.78,29.0,5185,55.8,97.0,97.0,0.1,24275.2426,15.5,0.7
79.0,13.89,28.0,0,55.2,98.0,97.0,0.1,22527.31775,15.6,0.7
78.8,13.63,26.0,10000,54.6,98.0,97.0,0.1,22465.64184,15.7,0.7
65.5,0.01,7.0,33,35.8,68.0,7.0,2.8,9692.163874,12.6,6.1
64.6,8.86,79.0,122,35.2,77.0,79.0,3.7,9679.742995,12.5,6.2
63.5,8.3,82.0,2,34.6,8.0,82.0,4.9,9774.18117,12.5,6.3
62.8,8.9,75.0,2,34.1,75.0,75.0,6.0,1716.2258,12.5,6.4
62.3,8.85,67.0,1,33.5,68.0,67.0,7.0,8754.113376,12.5,6.5
61.7,8.64,79.0,0,33.0,74.0,76.0,8.0,763.66223,12.4,6.7
61.6,8.75,82.0,3,32.4,81.0,82.0,8.9,194.2746,12.4,6.8
61.6,9.02,75.0,0,31.9,78.0,81.0,10.0,8352.81711,12.4,6.9
61.4,8.01,52.0,90,31.4,44.0,45.0,10.7,727.777345,12.4,7.1
65.0,7.72,28.0,0,3.8,44.0,45.0,10.9,6741.293948,12.4,7.2
74.5,6.13,91.0,3188,55.3,91.0,91.0,0.1,4429.6575,13.5,2.7
74.5,5.91,96.0,7872,54.4,94.0,93.0,0.1,4274.376857,13.5,2.7
74.2,7.71,92.0,31,53.6,93.0,92.0,0.1,4142.869175,13.4,2.6
73.9,8.14,89.0,64,52.8,88.0,94.0,0.1,3725.63221,13.3,2.6
73.8,7.24,95.0,22,52.0,88.0,92.0,0.1,2964.47734,13.3,2.6
73.2,6.66,54.0,23,51.3,93.0,88.0,0.1,276.588512,12.8,2.6
73.9,7.17,89.0,56,5.5,9.0,92.0,0.1,3174.9491,13.1,2.6
74.4,8.65,94.0,44,49.9,88.0,98.0,0.1,2492.12878,12.5,2.7
73.9,6.18,84.0,334,49.2,89.0,88.0,0.1,1872.68416,12.6,2.7
73.9,4.7,79.0,1356,48.6,82.0,82.0,0.1,153.57521,12.2,2.8
